exchange,raw_id,security_code,security_abbr,bond_name,title,publish_date,issue_result_date,issue_date_source,amount_billion,amount_source,bulletin_type_code,bulletin_type_name,url,parse_note,trace_result_url,trace_result_title,trace_result_publish_date
SZSE,618171,134743,25绿冶V1,关于为湖北绿冶产业投资集团有限公司2025年面向专业投资者非公开发行乡村振兴公司债券（第一期）提供转让服务有关事项的通知,关于为湖北绿冶产业投资集团有限公司2025年面向专业投资者非公开发行乡村振兴公司债券（第一期）提供转让服务有关事项的通知,2025-12-29,2025-12-30,szse_listing_start_sentence,2.0,total,,,http://www.szse.cn/disclosure/notice/bond/t20251229_618171.html,,,,
SZSE,617070,134582,25明诚V,关于为菏泽市明诚产业投资有限公司2025年面向专业投资者非公开发行乡村振兴公司债券提供转让服务有关事项的通知,关于为菏泽市明诚产业投资有限公司2025年面向专业投资者非公开发行乡村振兴公司债券提供转让服务有关事项的通知,2025-11-05,2025-11-06,szse_listing_start_sentence,3.0,total,,,http://www.szse.cn/disclosure/notice/bond/t20251105_617070.html,,,,
SZSE,617046,,鲲鹏28A1,关于为“中信证券-越秀租赁鲲鹏第28期碳中和绿色资产支持专项计划（乡村振兴）（战略性新兴）”提供转让服务的公告,关于为“中信证券-越秀租赁鲲鹏第28期碳中和绿色资产支持专项计划（乡村振兴）（战略性新兴）”提供转让服务的公告,2025-11-04,2025-11-04,publish_date_fallback,,,,,http://www.szse.cn/disclosure/notice/bond/t20251104_617046.html,,,,
SZSE,616973,524489,25越租GV01,关于广州越秀融资租赁有限公司2025年面向专业投资者公开发行碳中和绿色公司债券（乡村振兴）（气候主题）（第一期）（品种一）等三只债券上市有关事项的通知,关于广州越秀融资租赁有限公司2025年面向专业投资者公开发行碳中和绿色公司债券（乡村振兴）（气候主题）（第一期）（品种一）等三只债券上市有关事项的通知,2025-10-30,2025-10-27,szse_result_announcement_publish_date,4.0,scale,,,http://www.szse.cn/disclosure/notice/bond/t20251030_616973.html,,http://disc.static.szse.cn/download/disc/disk03/finalpage/2025-10-27/49ddcdc1-46df-47fa-bad1-d7f4feb3670e.PDF,25越租GV01：广州越秀融资租赁有限公司2025年面向专业投资者公开发行碳中和绿色公司债券（乡村振兴）（气候主题）（第一期）发行结果公告,2025-10-27
SZSE,616782,,恒鑫01优,关于为“世纪-厦门恒鑫小贷第1期资产支持专项计划（乡村振兴）”提供转让服务的公告,关于为“世纪-厦门恒鑫小贷第1期资产支持专项计划（乡村振兴）”提供转让服务的公告,2025-10-29,2025-10-29,publish_date_fallback,,,,,http://www.szse.cn/disclosure/notice/bond/t20251029_616782.html,,,,
SZSE,616618,134543,25锡投V1,关于为无锡锡山金融投资集团有限公司2025年面向专业投资者非公开发行乡村振兴公司债券提供转让服务有关事项的通知,关于为无锡锡山金融投资集团有限公司2025年面向专业投资者非公开发行乡村振兴公司债券提供转让服务有关事项的通知,2025-10-24,2025-10-27,szse_listing_start_sentence,3.0,total,,,http://www.szse.cn/disclosure/notice/bond/t20251024_616618.html,,,,
SZSE,616385,134518,25东锦V1,关于为成都东锦产业投资集团有限公司2025年面向专业投资者非公开发行乡村振兴公司债券（第一期）（品种一）等两只债券提供转让服务有关事项的通知,关于为成都东锦产业投资集团有限公司2025年面向专业投资者非公开发行乡村振兴公司债券（第一期）（品种一）等两只债券提供转让服务有关事项的通知,2025-09-29,2025-09-30,szse_listing_start_sentence,6.0,total,,,http://www.szse.cn/disclosure/notice/bond/t20250929_616385.html,,,,
SZSE,616079,134479,25隆川V1,关于为郎溪县隆川建设投资发展有限公司2025年面向专业投资者非公开发行乡村振兴公司债券提供转让服务有关事项的通知,关于为郎溪县隆川建设投资发展有限公司2025年面向专业投资者非公开发行乡村振兴公司债券提供转让服务有关事项的通知,2025-09-15,2025-09-16,szse_listing_start_sentence,3.0,total,,,http://www.szse.cn/disclosure/notice/bond/t20250915_616079.html,,,,
SZSE,616029,,鲲鹏29A1,关于为“中信证券-越秀租赁鲲鹏第29期碳中和绿色资产支持专项计划（乡村振兴／战略性新兴）”提供转让服务的公告,关于为“中信证券-越秀租赁鲲鹏第29期碳中和绿色资产支持专项计划（乡村振兴／战略性新兴）”提供转让服务的公告,2025-09-10,2025-09-10,publish_date_fallback,,,,,http://www.szse.cn/disclosure/notice/bond/t20250910_616029.html,,,,
SZSE,615660,134430,25东源V1,关于为东源县国有资产投资集团有限公司2025年面向专业投资者非公开发行乡村振兴公司债券（第一期）提供转让服务有关事项的通知,关于为东源县国有资产投资集团有限公司2025年面向专业投资者非公开发行乡村振兴公司债券（第一期）提供转让服务有关事项的通知,2025-08-25,2025-08-26,szse_listing_start_sentence,2.5,total,,,http://www.szse.cn/disclosure/notice/bond/t20250825_615660.html,,,,
SZSE,615444,134415,25农投V1,关于为平度市农业投资开发有限公司2025年面向专业投资者非公开发行乡村振兴公司债券（第一期）提供转让服务有关事项的通知,关于为平度市农业投资开发有限公司2025年面向专业投资者非公开发行乡村振兴公司债券（第一期）提供转让服务有关事项的通知,2025-08-12,2025-08-13,szse_listing_start_sentence,5.3,total,,,http://www.szse.cn/disclosure/notice/bond/t20250812_615444.html,,,,
SZSE,615373,134398,25郁南V1,关于为郁南县创兴产业投资集团有限公司2025年面向专业投资者非公开发行乡村振兴公司债券（第一期）提供转让服务有关事项的通知,关于为郁南县创兴产业投资集团有限公司2025年面向专业投资者非公开发行乡村振兴公司债券（第一期）提供转让服务有关事项的通知,2025-08-06,2025-08-07,szse_listing_start_sentence,6.0,total,,,http://www.szse.cn/disclosure/notice/bond/t20250806_615373.html,,,,
SZSE,615368,134412,25高要V1,关于为肇庆市高要区高宏产业投资发展有限公司2025年面向专业投资者非公开发行乡村振兴公司债券（第一期）提供转让服务有关事项的通知,关于为肇庆市高要区高宏产业投资发展有限公司2025年面向专业投资者非公开发行乡村振兴公司债券（第一期）提供转让服务有关事项的通知,2025-08-06,2025-08-07,szse_listing_start_sentence,2.58,total,,,http://www.szse.cn/disclosure/notice/bond/t20250806_615368.html,,,,
SZSE,615347,134402,25洛兴V1,关于为洛阳国兴产业投资有限公司2025年面向专业投资者非公开发行乡村振兴公司债券提供转让服务有关事项的通知,关于为洛阳国兴产业投资有限公司2025年面向专业投资者非公开发行乡村振兴公司债券提供转让服务有关事项的通知,2025-08-05,2025-08-06,szse_listing_start_sentence,6.0,total,,,http://www.szse.cn/disclosure/notice/bond/t20250805_615347.html,,,,
SZSE,615069,134356,25金丰V1,关于为桓台县金丰产业发展投资集团有限公司2025年面向专业投资者非公开发行乡村振兴公司债券（第一期）提供转让服务有关事项的通知,关于为桓台县金丰产业发展投资集团有限公司2025年面向专业投资者非公开发行乡村振兴公司债券（第一期）提供转让服务有关事项的通知,2025-07-22,2025-07-23,szse_listing_start_sentence,2.8,total,,,http://www.szse.cn/disclosure/notice/bond/t20250722_615069.html,,,,
SZSE,615067,134346,25恩施V2,关于为恩施州国有资本投资运营集团有限公司2025年面向专业投资者非公开发行乡村振兴公司债券（革命老区）（品种二）提供转让服务有关事项的通知,关于为恩施州国有资本投资运营集团有限公司2025年面向专业投资者非公开发行乡村振兴公司债券（革命老区）（品种二）提供转让服务有关事项的通知,2025-07-22,2025-07-23,szse_listing_start_sentence,10.0,total,,,http://www.szse.cn/disclosure/notice/bond/t20250722_615067.html,,,,
SZSE,614979,,25农港优,关于为“中信证券-台州城投农港城乡村振兴资产支持专项计划”提供转让服务的公告,关于为“中信证券-台州城投农港城乡村振兴资产支持专项计划”提供转让服务的公告,2025-07-18,2025-07-18,publish_date_fallback,,,,,http://www.szse.cn/disclosure/notice/bond/t20250718_614979.html,,,,
SZSE,614834,,鲲鹏26A1,关于为“中信证券-越秀租赁鲲鹏第26期碳中和绿色资产支持专项计划（乡村振兴）”提供转让服务的公告,关于为“中信证券-越秀租赁鲲鹏第26期碳中和绿色资产支持专项计划（乡村振兴）”提供转让服务的公告,2025-07-11,2025-07-11,publish_date_fallback,,,,,http://www.szse.cn/disclosure/notice/bond/t20250711_614834.html,,,,
SZSE,614762,524341,25蓉环KV2,关于成都环境投资集团有限公司2025年面向专业投资者公开发行科技创新乡村振兴公司债券（第二期）上市有关事项的通知,关于成都环境投资集团有限公司2025年面向专业投资者公开发行科技创新乡村振兴公司债券（第二期）上市有关事项的通知,2025-07-07,2025-06-27,szse_result_sentence,5.0,total,,,http://www.szse.cn/disclosure/notice/bond/t20250707_614762.html,,http://disc.static.szse.cn/download/disc/disk03/finalpage/2025-06-27/226bc80b-0647-4826-bfda-d33581b760d5.PDF,25蓉环KV2：成都环境投资集团有限公司2025年面向专业投资者公开发行科技创新乡村振兴公司债券（第二期）发行结果公告,2025-06-27
SZSE,614649,,鲲鹏25A1,关于为“中信证券-越秀租赁鲲鹏第25期碳中和绿色资产支持专项计划（乡村振兴）”提供转让服务的公告,关于为“中信证券-越秀租赁鲲鹏第25期碳中和绿色资产支持专项计划（乡村振兴）”提供转让服务的公告,2025-06-30,2025-06-30,publish_date_fallback,,,,,http://www.szse.cn/disclosure/notice/bond/t20250630_614649.html,,,,
SZSE,614639,134328,25容望V1,关于为江苏容望产业发展有限公司2025年面向专业投资者非公开发行乡村振兴公司债券（第一期）提供转让服务有关事项的通知,关于为江苏容望产业发展有限公司2025年面向专业投资者非公开发行乡村振兴公司债券（第一期）提供转让服务有关事项的通知,2025-06-27,2025-06-30,szse_listing_start_sentence,5.5,total,,,http://www.szse.cn/disclosure/notice/bond/t20250627_614639.html,,,,
SZSE,614506,134315,25兰资V1,关于为河南兴兰资产运营有限公司2025年面向专业投资者非公开发行乡村振兴公司债券（第一期）提供转让服务有关事项的通知,关于为河南兴兰资产运营有限公司2025年面向专业投资者非公开发行乡村振兴公司债券（第一期）提供转让服务有关事项的通知,2025-06-24,2025-06-25,szse_listing_start_sentence,8.0,total,,,http://www.szse.cn/disclosure/notice/bond/t20250624_614506.html,,,,
SZSE,617123,134580,25阳农01,关于为阳新农业发展集团有限公司2025年面向专业投资者非公开发行乡村振兴公司债券（第一期）提供转让服务有关事项的通知,关于为阳新农业发展集团有限公司2025年面向专业投资者非公开发行乡村振兴公司债券（第一期）提供转让服务有关事项的通知,2025-11-07,2025-11-10,szse_listing_start_sentence,3.0,total,,,http://www.szse.cn/disclosure/notice/bond/t20251107_617123.html,,,,
SZSE,617496,134659,25洞庭V1,关于为湖南洞庭新实业集团有限公司2025年面向专业投资者非公开发行乡村振兴公司债券（第一期）提供转让服务有关事项的通知,关于为湖南洞庭新实业集团有限公司2025年面向专业投资者非公开发行乡村振兴公司债券（第一期）提供转让服务有关事项的通知,2025-11-26,2025-11-27,szse_listing_start_sentence,3.0,total,,,http://www.szse.cn/disclosure/notice/bond/t20251126_617496.html,,,,
SZSE,617455,134483,25长水GV2,关于为长沙县水业控股集团有限公司2025年面向专业投资者非公开发行绿色乡村振兴公司债券（第二期）提供转让服务有关事项的通知,关于为长沙县水业控股集团有限公司2025年面向专业投资者非公开发行绿色乡村振兴公司债券（第二期）提供转让服务有关事项的通知,2025-11-25,2025-11-26,szse_listing_start_sentence,2.8,total,,,http://www.szse.cn/disclosure/notice/bond/t20251125_617455.html,,,,
SZSE,617666,134671,25未来V1,关于为东营未来产业服务有限公司2025年面向专业投资者非公开发行乡村振兴公司债券（黄河流域建设）（第一期）提供转让服务有关事项的通知,关于为东营未来产业服务有限公司2025年面向专业投资者非公开发行乡村振兴公司债券（黄河流域建设）（第一期）提供转让服务有关事项的通知,2025-12-02,2025-12-03,szse_listing_start_sentence,2.5,total,,,http://www.szse.cn/disclosure/notice/bond/t20251202_617666.html,,,,
SZSE,617961,134687,25镇兴V1,关于为宁波市镇海区镇兴投资建设运营集团有限公司2025年面向专业投资者非公开发行乡村振兴公司债券（第一期）提供转让服务有关事项的通知,关于为宁波市镇海区镇兴投资建设运营集团有限公司2025年面向专业投资者非公开发行乡村振兴公司债券（第一期）提供转让服务有关事项的通知,2025-12-12,2025-12-15,szse_listing_start_sentence,1.0,total,,,http://www.szse.cn/disclosure/notice/bond/t20251212_617961.html,,,,
SZSE,614187,134293,25番水GV01,关于为广州市番禺污水治理有限公司2025年面向专业投资者非公开发行绿色乡村振兴公司债券（第一期）提供转让服务有关事项的通知,关于为广州市番禺污水治理有限公司2025年面向专业投资者非公开发行绿色乡村振兴公司债券（第一期）提供转让服务有关事项的通知,2025-06-16,2025-06-17,szse_listing_start_sentence,3.0,total,,,http://www.szse.cn/disclosure/notice/bond/t20250616_614187.html,,,,
SZSE,617295,134629,25农投V3,关于为平度市农业投资开发有限公司2025年面向专业投资者非公开发行乡村振兴公司债券（第二期）（品种二）提供转让服务有关事项的通知,关于为平度市农业投资开发有限公司2025年面向专业投资者非公开发行乡村振兴公司债券（第二期）（品种二）提供转让服务有关事项的通知,2025-11-17,2025-11-18,szse_listing_start_sentence,2.2,total,,,http://www.szse.cn/disclosure/notice/bond/t20251117_617295.html,,,,
SZSE,617343,,25国农1A,关于为“国联-中和农信小额贷款1期资产支持专项计划（乡村振兴）”提供转让服务的公告,关于为“国联-中和农信小额贷款1期资产支持专项计划（乡村振兴）”提供转让服务的公告,2025-11-20,2025-11-20,publish_date_fallback,,,,,http://www.szse.cn/disclosure/notice/bond/t20251120_617343.html,,,,
SZSE,613238,524247,25川高KV1,关于四川高速公路建设开发集团有限公司2025年面向专业投资者公开发行科技创新乡村振兴公司债券（第一期）上市有关事项的通知,关于四川高速公路建设开发集团有限公司2025年面向专业投资者公开发行科技创新乡村振兴公司债券（第一期）上市有关事项的通知,2025-04-25,2025-04-22,szse_result_announcement_publish_date,14.2,actual,,,http://www.szse.cn/disclosure/notice/bond/t20250425_613238.html,,http://disc.static.szse.cn/download/disc/disk03/finalpage/2025-04-22/6a4328a3-14bf-4ef9-96a1-99970b390277.PDF,25川高KV1：四川高速公路建设开发集团有限公司2025年面向专业投资者公开发行科技创新乡村振兴公司债券（第一期）发行结果公告,2025-04-22
SZSE,612738,,江苏2520,关于2025年江苏省乡村振兴专项债券（一期）——2025年江苏省政府专项债券（四期）上市交易的通知,关于2025年江苏省乡村振兴专项债券（一期）——2025年江苏省政府专项债券（四期）上市交易的通知,2025-04-01,2025-04-01,publish_date_fallback,18.13,total,,,http://www.szse.cn/disclosure/notice/bond/t20250401_612738.html,,,,
SZSE,612374,,25吉电绿色ABS优,关于为“国家电投-吉电股份清洁能源绿色碳中和乡村振兴资产支持专项计划”提供转让服务的公告,关于为“国家电投-吉电股份清洁能源绿色碳中和乡村振兴资产支持专项计划”提供转让服务的公告,2025-03-19,2025-03-19,publish_date_fallback,,,,,http://www.szse.cn/disclosure/notice/bond/t20250319_612374.html,,,,
SZSE,613587,,鲲鹏24A1,关于为“中信证券-越秀租赁鲲鹏第24期绿色资产支持专项计划（乡村振兴）”提供转让服务的公告,关于为“中信证券-越秀租赁鲲鹏第24期绿色资产支持专项计划（乡村振兴）”提供转让服务的公告,2025-05-19,2025-05-19,publish_date_fallback,,,,,http://www.szse.cn/disclosure/notice/bond/t20250519_613587.html,,,,
SZSE,613266,,25越新A,关于为“中金公司-越秀新能源能源基础设施碳中和绿色资产支持专项计划（乡村振兴）”提供转让服务的公告,关于为“中金公司-越秀新能源能源基础设施碳中和绿色资产支持专项计划（乡村振兴）”提供转让服务的公告,2025-04-28,2025-04-28,publish_date_fallback,,,,,http://www.szse.cn/disclosure/notice/bond/t20250428_613266.html,,,,
SZSE,613538,,25宏桂集团仓储物流优先A,关于为“国君资管-宏桂集团仓储物流资产支持专项计划（乡村振兴）”提供转让服务的公告,关于为“国君资管-宏桂集团仓储物流资产支持专项计划（乡村振兴）”提供转让服务的公告,2025-05-15,2025-05-15,publish_date_fallback,,,,,http://www.szse.cn/disclosure/notice/bond/t20250515_613538.html,,,,
SZSE,613377,,豫兴8优,关于为“山证汇通-豫兴供应链8期资产支持专项计划（乡村振兴）”提供转让服务的公告,关于为“山证汇通-豫兴供应链8期资产支持专项计划（乡村振兴）”提供转让服务的公告,2025-05-07,2025-05-07,publish_date_fallback,,,,,http://www.szse.cn/disclosure/notice/bond/t20250507_613377.html,,,,
SZSE,611249,134124,24利民V1,关于为邹城市利民产业集团有限公司2024年面向专业投资者非公开发行乡村振兴公司债券（第一期）提供转让服务有关事项的通知,关于为邹城市利民产业集团有限公司2024年面向专业投资者非公开发行乡村振兴公司债券（第一期）提供转让服务有关事项的通知,2024-12-20,2024-12-23,szse_listing_start_sentence,3.0,total,,,http://www.szse.cn/disclosure/notice/bond/t20241220_611249.html,,,,
SZSE,611300,,24国泰2A1,关于为“国泰租赁2024年度第2期乡村振兴资产支持专项计划（可持续挂钩）”提供转让服务的公告,关于为“国泰租赁2024年度第2期乡村振兴资产支持专项计划（可持续挂钩）”提供转让服务的公告,2024-12-25,2024-12-25,publish_date_fallback,,,,,http://www.szse.cn/disclosure/notice/bond/t20241225_611300.html,,,,
SZSE,610976,134114,24天屹V1,关于为邹城市天屹新型建材科技有限公司2024年面向专业投资者非公开发行乡村振兴公司债券提供转让服务有关事项的通知,关于为邹城市天屹新型建材科技有限公司2024年面向专业投资者非公开发行乡村振兴公司债券提供转让服务有关事项的通知,2024-12-13,2024-12-16,szse_listing_start_sentence,3.0,total,,,http://www.szse.cn/disclosure/notice/bond/t20241213_610976.html,,,,
SZSE,611298,,24国电投海南绿色ABS优,关于为“国家电投-海南电力清洁能源绿色碳中和乡村振兴资产支持专项计划（革命老区）”提供转让服务的公告,关于为“国家电投-海南电力清洁能源绿色碳中和乡村振兴资产支持专项计划（革命老区）”提供转让服务的公告,2024-12-25,2024-12-25,publish_date_fallback,,,,,http://www.szse.cn/disclosure/notice/bond/t20241225_611298.html,,,,
SZSE,610886,,24铝电绿色ABS优,关于为“国家电投-铝电公司绿电替代绿色碳中和乡村振兴资产支持专项计划（革命老区）”提供转让服务的公告,关于为“国家电投-铝电公司绿电替代绿色碳中和乡村振兴资产支持专项计划（革命老区）”提供转让服务的公告,2024-12-10,2024-12-10,publish_date_fallback,,,,,http://www.szse.cn/disclosure/notice/bond/t20241210_610886.html,,,,
SZSE,610573,134083,24洛旅V5,关于为洛阳文化旅游投资集团有限公司2024年面向专业投资者非公开发行乡村振兴公司债券（第三期）（品种一）提供转让服务有关事项的通知,关于为洛阳文化旅游投资集团有限公司2024年面向专业投资者非公开发行乡村振兴公司债券（第三期）（品种一）提供转让服务有关事项的通知,2024-11-21,2024-11-22,szse_listing_start_sentence,2.0,total,,,http://www.szse.cn/disclosure/notice/bond/t20241121_610573.html,,,,
SZSE,610679,524017,24川高V1,关于四川高速公路建设开发集团有限公司2024年面向专业投资者公开发行乡村振兴公司债券（成渝双城经济圈）（第一期）上市有关事项的通知,关于四川高速公路建设开发集团有限公司2024年面向专业投资者公开发行乡村振兴公司债券（成渝双城经济圈）（第一期）上市有关事项的通知,2024-11-27,2024-11-21,szse_result_announcement_publish_date,10.0,actual,,,http://www.szse.cn/disclosure/notice/bond/t20241127_610679.html,,http://disc.static.szse.cn/download/disc/disk03/finalpage/2024-11-21/908f7f78-6089-4e11-8132-cb8b866cd421.PDF,24川高V1：四川高速公路建设开发集团有限公司2024年面向专业投资者公开发行乡村振兴公司债券（成渝双城经济圈）（第一期）发行结果公告,2024-11-21
SZSE,610410,148936,24川新能GCV01,关于四川省新能源动力股份有限公司2024年面向专业投资者公开发行碳中和绿色乡村振兴公司债券（第一期）上市有关事项的通知,关于四川省新能源动力股份有限公司2024年面向专业投资者公开发行碳中和绿色乡村振兴公司债券（第一期）上市有关事项的通知,2024-11-07,2024-11-04,szse_result_announcement_publish_date,2.0,actual,,,http://www.szse.cn/disclosure/notice/bond/t20241107_610410.html,,http://disc.static.szse.cn/download/disc/disk03/finalpage/2024-11-04/f0f687e0-f26c-4684-be45-4c5fdc2e17dc.PDF,24川新能GCV01：四川省新能源动力股份有限公司2024年面向专业投资者公开发行碳中和绿色乡村振兴公司债券（第一期）发行结果公告,2024-11-04
SZSE,610242,134060,24洛旅V3,关于为洛阳文化旅游投资集团有限公司2024年面向专业投资者非公开发行乡村振兴公司债券（第二期）（品种一）提供转让服务有关事项的通知,关于为洛阳文化旅游投资集团有限公司2024年面向专业投资者非公开发行乡村振兴公司债券（第二期）（品种一）提供转让服务有关事项的通知,2024-10-29,2024-10-30,szse_listing_start_sentence,3.0,total,,,http://www.szse.cn/disclosure/notice/bond/t20241029_610242.html,,,,
SZSE,609719,,江苏2426,关于2024年江苏省乡村振兴专项债券（三期）——2024年江苏省政府专项债券（十三期）上市交易的通知,关于2024年江苏省乡村振兴专项债券（三期）——2024年江苏省政府专项债券（十三期）上市交易的通知,2024-09-27,2024-09-27,publish_date_fallback,17.39,total,,,http://www.szse.cn/disclosure/notice/bond/t20240927_609719.html,,,,
SZSE,610063,134052,24洛旅V1,关于为洛阳文化旅游投资集团有限公司2024年面向专业投资者非公开发行乡村振兴公司债券（第一期）（品种一）提供转让服务有关事项的通知,关于为洛阳文化旅游投资集团有限公司2024年面向专业投资者非公开发行乡村振兴公司债券（第一期）（品种一）提供转让服务有关事项的通知,2024-10-22,2024-10-23,szse_listing_start_sentence,5.0,total,,,http://www.szse.cn/disclosure/notice/bond/t20241022_610063.html,,,,
SZSE,609056,,豫兴5优,关于为“山证汇通-豫兴供应链5期资产支持专项计划（乡村振兴）”提供转让服务的公告,关于为“山证汇通-豫兴供应链5期资产支持专项计划（乡村振兴）”提供转让服务的公告,2024-08-28,2024-08-28,publish_date_fallback,,,,,http://www.szse.cn/disclosure/notice/bond/t20240828_609056.html,,,,
SZSE,607787,,江苏2416,关于2024年江苏省乡村振兴专项债券（二期）——2024年江苏省政府专项债券（六期）上市交易的通知,关于2024年江苏省乡村振兴专项债券（二期）——2024年江苏省政府专项债券（六期）上市交易的通知,2024-06-20,2024-06-20,publish_date_fallback,13.41,total,,,http://www.szse.cn/disclosure/notice/bond/t20240620_607787.html,,,,
SZSE,608366,148825,24风电GVK1,关于中广核风电有限公司2024年面向专业投资者公开发行绿色科技创新乡村振兴公司债券（第一期）上市有关事项的通知,关于中广核风电有限公司2024年面向专业投资者公开发行绿色科技创新乡村振兴公司债券（第一期）上市有关事项的通知,2024-07-29,2024-07-23,szse_result_announcement_publish_date,15.0,actual,,,http://www.szse.cn/disclosure/notice/bond/t20240729_608366.html,,http://disc.static.szse.cn/download/disc/disk03/finalpage/2024-07-23/a95ea171-3a94-414a-bd9f-809638a5cba1.PDF,24风电GVK1：中广核风电有限公司2024年面向专业投资者公开发行绿色科技创新乡村振兴公司债券（第一期）发行结果公告,2024-07-23
SZSE,607682,148760,GC风电KV01,关于中广核风电有限公司2024年面向专业投资者公开发行碳中和绿色科技创新乡村振兴公司债券（第一期）上市有关事项的通知,关于中广核风电有限公司2024年面向专业投资者公开发行碳中和绿色科技创新乡村振兴公司债券（第一期）上市有关事项的通知,2024-06-14,2024-06-06,szse_result_announcement_publish_date,20.0,actual,,,http://www.szse.cn/disclosure/notice/bond/t20240614_607682.html,,http://disc.static.szse.cn/download/disc/disk03/finalpage/2024-06-06/abc1abaa-c236-4436-888a-e6c746847cd9.PDF,GC风电KV01：中广核风电有限公司2024年面向专业投资者公开发行碳中和绿色科技创新乡村振兴公司债券（第一期）发行结果公告（以此为准）,2024-06-06
SZSE,607510,148741,24风电KV01,关于中广核风电有限公司2024年面向专业投资者公开发行科技创新乡村振兴公司债券（第一期）上市有关事项的通知,关于中广核风电有限公司2024年面向专业投资者公开发行科技创新乡村振兴公司债券（第一期）上市有关事项的通知,2024-05-31,2024-05-23,szse_result_announcement_publish_date,10.0,actual,,,http://www.szse.cn/disclosure/notice/bond/t20240531_607510.html,,http://disc.static.szse.cn/download/disc/disk03/finalpage/2024-05-23/52f307dd-5d9d-44c7-940a-93aadd92baa2.PDF,24风电KV01：中广核风电有限公司2024年面向专业投资者公开发行科技创新乡村振兴公司债券（第一期）发行结果公告,2024-05-23
SZSE,607400,133845,24财金振兴01,关于为山东省财金乡村振兴有限公司2024年面向专业投资者非公开发行公司债券（第一期）提供转让服务有关事项的通知,关于为山东省财金乡村振兴有限公司2024年面向专业投资者非公开发行公司债券（第一期）提供转让服务有关事项的通知,2024-05-28,2024-05-29,szse_listing_start_sentence,3.0,total,,,http://www.szse.cn/disclosure/notice/bond/t20240528_607400.html,,,,
SZSE,606383,,江苏2407,关于2024年江苏省乡村振兴专项债券（一期）——2024年江苏省政府专项债券（三期）上市交易的通知,关于2024年江苏省乡村振兴专项债券（一期）——2024年江苏省政府专项债券（三期）上市交易的通知,2024-03-20,2024-03-20,publish_date_fallback,7.4,total,,,http://www.szse.cn/disclosure/notice/bond/t20240320_606383.html,,,,
SZSE,606518,,24广西绿色ABS优,关于为“国家电投-广西电力清洁能源绿色碳中和乡村振兴资产支持专项计划（革命老区）”提供转让服务的公告,关于为“国家电投-广西电力清洁能源绿色碳中和乡村振兴资产支持专项计划（革命老区）”提供转让服务的公告,2024-03-29,2024-03-29,publish_date_fallback,,,,,http://www.szse.cn/disclosure/notice/bond/t20240329_606518.html,,,,
SZSE,606025,,厦门2417,关于2024年厦门市同安区乡村振兴项目专项债券（一期）——2024年厦门市政府专项债券（十六期）上市交易的通知,关于2024年厦门市同安区乡村振兴项目专项债券（一期）——2024年厦门市政府专项债券（十六期）上市交易的通知,2024-02-07,2024-02-07,publish_date_fallback,4.0,total,,,http://www.szse.cn/disclosure/notice/bond/t20240207_606025.html,,,,
SZSE,607020,,皖农垦01优,关于为“国元-中金-安徽农垦集团第一期乡村振兴资产支持专项计划”提供转让服务的公告,关于为“国元-中金-安徽农垦集团第一期乡村振兴资产支持专项计划”提供转让服务的公告,2024-04-29,2024-04-29,publish_date_fallback,,,,,http://www.szse.cn/disclosure/notice/bond/t20240429_607020.html,,,,
